Id,Class
31084,Melbourne
31085,Sydney
31086,Melbourne
31087,Perth
31088,Brisbane
31089,Melbourne
31090,Melbourne
31091,Perth
31092,Perth
31093,Perth
31094,Sydney
31095,Melbourne
31096,Melbourne
31097,Brisbane
31098,Brisbane
31099,Brisbane
31100,Perth
31101,Sydney
31102,Sydney
31103,Perth
31104,Melbourne
31105,Sydney
31106,Sydney
31107,Brisbane
31108,Melbourne
31109,Brisbane
31110,Brisbane
31111,Brisbane
31112,Perth
31113,Sydney
31114,Melbourne
31115,Brisbane
31116,Brisbane
31117,Melbourne
31118,Sydney
31119,Sydney
31120,Sydney
31121,Brisbane
31122,Sydney
31123,Brisbane
31124,Perth
31125,Brisbane
31126,Brisbane
31127,Melbourne
31128,Perth
31129,Melbourne
31130,Brisbane
31131,Perth
31132,Melbourne
31133,Sydney
31134,Brisbane
31135,Brisbane
31136,Sydney
31137,Brisbane
31138,Melbourne
31139,Brisbane
31140,Perth
31141,Melbourne
31142,Perth
31143,Brisbane
31144,Brisbane
31145,Brisbane
31146,Perth
31147,Melbourne
31148,Sydney
31149,Perth
31150,Brisbane
31151,Melbourne
31152,Melbourne
31153,Sydney
31154,Sydney
31155,Perth
31156,Perth
31157,Perth
31158,Brisbane
31159,Sydney
31160,Brisbane
31161,Brisbane
31162,Brisbane
31163,Sydney
31164,Perth
31165,Brisbane
31166,Brisbane
31167,Sydney
31168,Brisbane
31169,Brisbane
31170,Sydney
31171,Sydney
31172,Brisbane
31173,Brisbane
31174,Sydney
31175,Perth
31176,Melbourne
31177,Perth
31178,Perth
31179,Perth
31180,Brisbane
31181,Melbourne
31182,Brisbane
31183,Brisbane
31184,Perth
31185,Perth
31186,Melbourne
31187,Sydney
31188,Brisbane
31189,Melbourne
31190,Perth
31191,Sydney
31192,Perth
31193,Melbourne
31194,Perth
31195,Sydney
31196,Brisbane
31197,Melbourne
31198,Melbourne
31199,Melbourne
31200,Brisbane
31201,Sydney
31202,Sydney
31203,Perth
31204,Brisbane
31205,Brisbane
31206,Brisbane
31207,Perth
31208,Brisbane
31209,Brisbane
31210,Brisbane
31211,Brisbane
31212,Perth
31213,Sydney
31214,Brisbane
31215,Sydney
31216,Brisbane
31217,Perth
31218,Sydney
31219,Sydney
31220,Brisbane
31221,Sydney
31222,Brisbane
31223,Perth
31224,Sydney
31225,Melbourne
31226,Melbourne
31227,Perth
31228,Brisbane
31229,Melbourne
31230,Melbourne
31231,Sydney
31232,Perth
31233,Brisbane
31234,Sydney
31235,Perth
31236,Perth
31237,Melbourne
31238,Melbourne
31239,Brisbane
31240,Perth
31241,Perth
31242,Perth
31243,Brisbane
31244,Melbourne
31245,Sydney
31246,Melbourne
31247,Sydney
31248,Perth
31249,Melbourne
31250,Melbourne
31251,Sydney
31252,Perth
31253,Brisbane
31254,Brisbane
31255,Melbourne
31256,Melbourne
31257,Brisbane
31258,Brisbane
31259,Sydney
31260,Melbourne
31261,Brisbane
31262,Perth
31263,Brisbane
31264,Melbourne
31265,Brisbane
31266,Sydney
31267,Perth
31268,Sydney
31269,Brisbane
31270,Perth
31271,Brisbane
31272,Perth
31273,Perth
31274,Melbourne
31275,Sydney
31276,Sydney
31277,Perth
31278,Brisbane
31279,Brisbane
31280,Perth
31281,Brisbane
31282,Melbourne
31283,Perth
31284,Perth
31285,Sydney
31286,Melbourne
31287,Perth
31288,Sydney
31289,Perth
31290,Brisbane
31291,Brisbane
31292,Perth
31293,Brisbane
31294,Sydney
31295,Brisbane
31296,Melbourne
31297,Perth
31298,Melbourne
31299,Sydney
31300,Perth
31301,Brisbane
31302,Brisbane
31303,Melbourne
31304,Brisbane
31305,Sydney
31306,Brisbane
31307,Melbourne
31308,Perth
31309,Sydney
31310,Brisbane
31311,Brisbane
31312,Brisbane
31313,Perth
31314,Sydney
31315,Melbourne
31316,Perth
31317,Brisbane
31318,Melbourne
31319,Brisbane
31320,Perth
31321,Perth
31322,Perth
31323,Perth
31324,Brisbane
31325,Sydney
31326,Perth
31327,Brisbane
31328,Melbourne
31329,Sydney
31330,Sydney
31331,Brisbane
31332,Melbourne
31333,Sydney
31334,Sydney
31335,Perth
31336,Melbourne
31337,Melbourne
31338,Sydney
31339,Perth
31340,Melbourne
31341,Perth
31342,Melbourne
31343,Perth
31344,Sydney
31345,Brisbane
31346,Perth
31347,Brisbane
31348,Melbourne
31349,Melbourne
31350,Sydney
31351,Perth
31352,Sydney
31353,Brisbane
31354,Sydney
31355,Melbourne
31356,Sydney
31357,Brisbane
31358,Sydney
31359,Melbourne
31360,Perth
31361,Perth
31362,Sydney
31363,Brisbane
31364,Sydney
31365,Perth
31366,Sydney
31367,Perth
31368,Perth
31369,Melbourne
31370,Melbourne
31371,Melbourne
31372,Melbourne
31373,Sydney
31374,Melbourne
31375,Melbourne
31376,Sydney
31377,Perth
31378,Melbourne
31379,Perth
31380,Melbourne
31381,Brisbane
31382,Perth
31383,Perth
31384,Brisbane
31385,Melbourne
31386,Brisbane
31387,Brisbane
31388,Perth
31389,Perth
31390,Perth
31391,Brisbane
31392,Brisbane
31393,Perth
31394,Sydney
31395,Perth
31396,Brisbane
31397,Melbourne
31398,Sydney
31399,Brisbane
31400,Brisbane
31401,Perth
31402,Brisbane
31403,Perth
31404,Brisbane
31405,Melbourne
31406,Perth
31407,Melbourne
31408,Brisbane
31409,Perth
31410,Melbourne
31411,Brisbane
31412,Brisbane
31413,Perth
31414,Melbourne
31415,Perth
31416,Melbourne
31417,Perth
31418,Melbourne
31419,Perth
31420,Brisbane
31421,Brisbane
31422,Brisbane
31423,Sydney
31424,Melbourne
31425,Brisbane
31426,Brisbane
31427,Melbourne
31428,Perth
31429,Perth
31430,Perth
31431,Perth
31432,Brisbane
31433,Perth
31434,Sydney
31435,Perth
31436,Melbourne
31437,Brisbane
31438,Brisbane
31439,Melbourne
31440,Melbourne
31441,Melbourne
31442,Brisbane
31443,Melbourne
31444,Melbourne
31445,Melbourne
31446,Perth
31447,Brisbane
31448,Brisbane
31449,Perth
31450,Perth
31451,Melbourne
31452,Brisbane
31453,Melbourne
31454,Brisbane
31455,Melbourne
31456,Brisbane
31457,Melbourne
31458,Perth
31459,Melbourne
31460,Perth
31461,Perth
31462,Brisbane
31463,Melbourne
31464,Brisbane
31465,Sydney
31466,Brisbane
31467,Sydney
31468,Brisbane
31469,Perth
31470,Melbourne
31471,Brisbane
31472,Perth
31473,Brisbane
31474,Brisbane
31475,Perth
31476,Brisbane
31477,Perth
31478,Brisbane
31479,Brisbane
31480,Brisbane
31481,Sydney
31482,Melbourne
31483,Melbourne
31484,Perth
31485,Brisbane
31486,Perth
31487,Brisbane
31488,Sydney
31489,Brisbane
31490,Perth
31491,Sydney
31492,Perth
31493,Melbourne
31494,Brisbane
31495,Melbourne
31496,Perth
31497,Brisbane
31498,Melbourne
31499,Brisbane
31500,Melbourne
31501,Sydney
31502,Brisbane
31503,Brisbane
31504,Brisbane
31505,Melbourne
31506,Melbourne
31507,Sydney
31508,Brisbane
31509,Brisbane
31510,Perth
31511,Melbourne
31512,Brisbane
31513,Brisbane
31514,Melbourne
31515,Perth
31516,Sydney
31517,Perth
31518,Melbourne
31519,Sydney
31520,Perth
31521,Melbourne
31522,Perth
31523,Melbourne
31524,Brisbane
31525,Perth
31526,Brisbane
31527,Brisbane
31528,Melbourne
31529,Sydney
31530,Perth
31531,Perth
31532,Brisbane
31533,Brisbane
31534,Perth
31535,Brisbane
31536,Perth
31537,Sydney
31538,Brisbane
31539,Sydney
31540,Brisbane
31541,Sydney
31542,Perth
31543,Brisbane
31544,Perth
31545,Melbourne
31546,Brisbane
31547,Brisbane
31548,Brisbane
31549,Sydney
31550,Brisbane
31551,Sydney
31552,Perth
31553,Brisbane
31554,Melbourne
31555,Sydney
31556,Melbourne
31557,Brisbane
31558,Perth
31559,Perth
31560,Melbourne
31561,Brisbane
31562,Perth
31563,Perth
31564,Sydney
31565,Perth
31566,Melbourne
31567,Brisbane
31568,Brisbane
31569,Brisbane
31570,Melbourne
31571,Brisbane
31572,Sydney
31573,Melbourne
31574,Brisbane
31575,Brisbane
31576,Melbourne
31577,Melbourne
31578,Melbourne
31579,Perth
31580,Melbourne
31581,Sydney
31582,Sydney
31583,Perth
31584,Brisbane
31585,Brisbane
31586,Melbourne
31587,Brisbane
31588,Melbourne
31589,Brisbane
31590,Sydney
31591,Sydney
31592,Sydney
31593,Brisbane
31594,Brisbane
31595,Brisbane
31596,Brisbane
31597,Sydney
31598,Perth
31599,Sydney
31600,Brisbane
31601,Perth
31602,Sydney
31603,Melbourne
31604,Melbourne
31605,Brisbane
31606,Brisbane
31607,Perth
31608,Sydney
31609,Perth
31610,Melbourne
31611,Sydney
31612,Melbourne
31613,Brisbane
31614,Perth
31615,Brisbane
31616,Perth
31617,Brisbane
31618,Brisbane
31619,Melbourne
31620,Brisbane
31621,Brisbane
31622,Brisbane
31623,Sydney
31624,Perth
31625,Perth
31626,Brisbane
31627,Sydney
31628,Melbourne
31629,Brisbane
31630,Brisbane
31631,Brisbane
31632,Brisbane
31633,Melbourne
31634,Melbourne
31635,Perth
31636,Sydney
31637,Perth
31638,Brisbane
31639,Sydney
31640,Sydney
31641,Brisbane
31642,Brisbane
31643,Sydney
31644,Brisbane
31645,Brisbane
31646,Perth
31647,Brisbane
31648,Perth
31649,Brisbane
31650,Brisbane
31651,Perth
31652,Brisbane
31653,Brisbane
31654,Sydney
31655,Sydney
31656,Brisbane
31657,Melbourne
31658,Sydney
31659,Brisbane
31660,Sydney
31661,Perth
31662,Sydney
31663,Perth
31664,Sydney
31665,Brisbane
31666,Brisbane
31667,Melbourne
31668,Brisbane
31669,Melbourne
31670,Perth
31671,Perth
31672,Perth
31673,Perth
31674,Melbourne
31675,Sydney
31676,Melbourne
31677,Perth
31678,Brisbane
31679,Melbourne
31680,Perth
31681,Sydney
31682,Brisbane
31683,Sydney
31684,Perth
31685,Brisbane
31686,Brisbane
31687,Sydney
31688,Brisbane
31689,Brisbane
31690,Brisbane
31691,Perth
31692,Perth
31693,Brisbane
31694,Sydney
31695,Melbourne
31696,Melbourne
31697,Brisbane
31698,Brisbane
31699,Perth
31700,Brisbane
31701,Perth
31702,Sydney
